20071223135331AAUA8HJ	Entertainment & Music;Polls & Surveys	?Que haces en este mismo momento aparte de estar en YR??	yo voy a irme a comer
20090225110424AAkXvcd	Entertainment & Music;Music;Other - Music	Dethalbum Deluxe Edition 10 points best answer?	Is it available anywhere online that i can 100% trust not from people but companies that sell it? And will there be a rerelease? (I really hope so cause i have standard and want deluxe so plz help
20090226122221AA2mQw2	Entertainment & Music;Polls & Surveys	Poll: Clearest webcam and best camera?	My built in webcam from Toshiba sucks I want a new one. What's one that has excellent ratings and is super clear like in all different lightings? I heard logitech pro 9000 was reallllly good.      Also what kind of professional camera is really good to, that takes like mad good pictures like professional ones on Flickr users., lol.         Thanks for the feeeedback xxxx
20090226121824AAvfYzC	Entertainment & Music;Television;Drama	Do you think we the viewer should say witch shows get canceled?	N/A
20090226122632AAZ0OPH	Entertainment & Music;Television;Comedy	In the tv show scrubs in the episode where Carla and Elliot visit Carla's mothers grave?	why is she buried in a jewish cemetery if you notice the grave behind her when she sits in front of her mothers grave is written in hebrew besides the name which is in english
20090226124730AAFtZ01	Entertainment & Music;Jokes & Riddles	Okay....any one have any guesses? PLEASE ANSWER!!?	Okay so a few guy friends of mine made up a phrase. They call it NP. and they call everyone np. they let me play 20 questions with them and so i got a few hints but i can't figure it out. They say it's not penis and it's not person for the p part. anyone have any guesses? Here are a few of the 20 questions i remember.      -it's smaller than a loaf of bread      -it'd hurt if you cut it      -it can be used as both a noun or an adjective      -you can't really move it      -it's bigger than a cell phone      -girls can lick it      -it's in underwear      -it doesn't light up      -it's a good thing      and i can't remember anything else. anyone have any ideas?
20090225111428AA0gJ3R	Entertainment & Music;Comics & Animation	My sketch of the joker, what do you think?	I was mucking around with paint for a bit, what do you think?       http://i471.photobucket.com/albums/rr75/... 
20090226124118AA2dMYU	Entertainment & Music;Television;Comedy	Where can I buy Bams Unholy Union on DVD?	I have looked for it everywhere and can't find it anywhere! I found one on ebay but it only works on Australian DVD players.
20090226124708AAwOzkh	Entertainment & Music;Music;Rock and Pop	What is Anberlin's newest album titled?	N/A
20090226121211AANVULr	Entertainment & Music;Polls & Surveys	HELP I'm unenthusiastic and I have to give a pep talk?	In speech class I need to give a a fake one minute pep talk.    I have no idea what to do or say, please help!
20090226124959AAfA3UA	Entertainment & Music;Music;Rap and Hip-Hop	What are some good rap songs to blast in my car?	i like crusin in my car, but i i need some good rap songs to blast in my car. any ideas ?
20090226123517AAJzxYJ	Entertainment & Music;Polls & Surveys	What have I missed????	Since I've been gone???
20090225110058AAhaWPq	Entertainment & Music;Music;Other - Music	Do I sing this song good enough to show someone?	oh yeah, sounds better with headphones!!
20090225110553AAal0iP	Entertainment & Music;Celebrities	How do you e-mail fred savage?	How do you e-mail him or danica mckellar for that matter.
20090226121731AAyPOzQ	Entertainment & Music;Music;Rap and Hip-Hop	What exactly is having a N.Y state of mind?	i been on my illmatic tip lately and the track n.y state of mind is so deep lyrically...but the title of the song is what i'm intrested in. anyone tell me what having a new york state of mind means? I'm from texas so whats the big deal? we got chainsaw massacres out here nobody raps about that?
20090225111746AAudkFw	Entertainment & Music;Polls & Surveys	What Kind of things do you Dream about?	What the question says basically :)
20090226121206AA2CM3G	Entertainment & Music;Music;Rock and Pop	What is better metalica or slipknot?	N/A
20090226121012AA20a5m	Entertainment & Music;Music;Singing	Singing and nose problems?	i'm trying to learn how to sing, but i have a problem...... i always have my nose full of.....i don't know how its called in english (...its that thing that gathers in your nose when you're sick or when you catch a cold....). i'm currently doing a treatment to ged rid of that, but that's not the problem.   my q: will the voice performance change if you have a clear nose? my friends tell me that the notes sound 'good', it's only just that i bring them too close one to each other (i flatten them). it's not that i sing some notes with a semitone higher or lower, it's just that they sound flat.   thx
20090226122043AAAYJE8	Entertainment & Music;Celebrities	What does this Jonas brothers dream mean.Beat answer 10 points.?	Ok i was walking and then i saw Nick walked past me.I ran after him calling his name and asking him to give me a hug.Then he turned around and gave me a warm hug.I felt i was like in seventh heaven.Like i had died and went to heaven.
20090226123015AAB6oUR	Entertainment & Music;Celebrities	What does this Twilight dream mean?Beat answer 10 points.?	Ok i was in some type of corridor that was part of a school.I think it was like a museum.So there i met Jacob Black and he told me to get a country painting.So i rushed to get one and found a Taylor Swift painting.But then i came across my classmates so i got caught up in a conversation.When Jacob came looking for me,the bell rang.I started heading for my math class and told him that i would bring the painting after class.He kept on following me and just as i reached my math classroom door.The light started to go off.I got scared and Jacob picked me up and started running out to the door.I was scared he was going to change in to a werewolf.After a while we were out in a courtyard and he told me that we had to go on a mission to retrieve a medallion that belonged to Edward.I got excited and just as we we were about to go two ninjas came from behind us.I started to frak out but Jacob Started running at such a high pace and threw blades at them which destroyed them immediately.It was breathtaking.       I think it is jus the things i think about during the day.What do you think?
20090225110009AAKZFxe	Entertainment & Music;Music;Lyrics	What is the name of this song?	it is on tv ad dunno which 1 but it goes something like this   "go baby go baby go baby go" its real upbeat
20090226123222AAToVDp	Entertainment & Music;Music;Rock and Pop	Does anyone know how much  these tickets are?	tickets go on sale saturday for no doubt paramore and the sounds and it has different sections.....what the best spot and around how much does each section cost? and how do i know if they have floor general admission??? :/
20090225110739AAYUvrw	Entertainment & Music;Television;Comedy	What is the sequence of events between Pam and Jim on the Office?	I watch random episodes of  the Office.  I know Pam was enageged and then it ended....then she was at art school....then we was gone....then he had a GF....      Any one want to fill me in on the order of events?  Or is there a youtube video out there of it?
20090225110702AA74jTw	Entertainment & Music;Jokes & Riddles	Tell me the funniest joke you know?	i need a laff
20090226122144AAg6oVD	Entertainment & Music;Polls & Surveys	How many shops can you name?	person with the most shops will get 10 points
20090226124149AAEA4mE	Entertainment & Music;Music;Other - Music	Does anyone know the notes to Bella's lullaby?	I've tried learning it off youtube but I keep missing out bits and I don't know how to read sheet music yet, so it would be really helpfull if some one could give me the notes..x thankyou
20090226124247AAzXsbb	Entertainment & Music;Television;Comedy	In which M*A*S*H episode...?	Did BJ and Hawkeye give Charles bigger pants so that he thought he had lost weight? Then Charles ate and ate for a month (he said), and BJ and Hawkeye switched his pants again with "Bean Pole Lavign's" pants so that Charles looked like he had gained tons of weight?       I think BJ started it, and this entire 'clip' lasts about 5 minutes out of the episode. It's not the main story line, but does anyone know what episode this is? I tried looking on tv.com for it. Thanks!
20090226125154AAAcUuM	Entertainment & Music;Movies	Need help with project on the movie "Mean Girls"?	I need the following      5 Characteristics.       3 Positive things that the character should have.      3 positive quotes.       P.S. This is a health project so that means what it says positive things don't put happy, rich, etc. Please help. This is like 100% of my grade... literately..
20090226123802AAgL62h	Entertainment & Music;Comics & Animation	Didn't you people hear of DRAGON BALL KAI?	for you guys who didn't know yet.. DBZ is going to be reanimated in HD wide screen.. and it is going to be called Dragon Ball KAI.. it is going to be around 100 episodess instead of 270.. and the first episode is going to be aired april 5th 2009.. look forword to it!      official site:    http://www.toei-anim.co.jp/tv/dragon_kai...    other english sites:    http://daizex.com/     http://comicbookmovie.com/fansites/sgara...     http://www.comicbookmovie.com/fansites/H...       sooo.. what do you think about this?? give me your opinions :D
